,eightd_has_available_keys,is_installed,is_renting,is_returning,last_reported,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,station_id,time_and_day,name,lat,lon,region_id
554,True,1,1,1,1576144697,6,0,5,0,0,582,12/12/2019 12:29:42,Jones Branch Drive & Scotts Crossing Rd,38.928502,-77.215624,104
555,False,1,1,1,1576156884,0,1,18,0,0,583,12/12/2019 12:29:42,Georgia Ave & Morton St NW,38.932128,-77.0235,42
556,True,1,1,1,1576151604,9,0,2,0,0,584,12/12/2019 12:29:42,Merrilee Dr & Lauren Elizabeth Lane,38.879355,-77.230681,104
557,True,1,1,1,1576161172,7,0,4,0,0,585,12/12/2019 12:29:42,Merrifield Cinema & Merrifield Town Center,38.870093,-77.22997,104
558,True,1,1,1,1576169080,4,0,15,0,0,586,12/12/2019 12:29:42,Rhode Island & Montana Ave NE,38.9243,-76.9859,42
559,True,1,1,1,1576168309,3,2,14,0,0,587,12/12/2019 12:29:42,7th & S St NW,38.9142043187298,-77.0221745967865,42
560,True,1,1,1,1576153682,0,1,14,0,0,588,12/12/2019 12:29:42,North Capitol & R St NE,38.912524,-77.008798,42
561,True,1,1,1,1576156058,3,0,16,0,0,589,12/12/2019 12:29:42,17th & Upshur St NW,38.942146,-77.038684,42
562,True,1,1,1,1576160425,0,0,19,0,0,591,12/12/2019 12:29:42,14th & Otis Pl NW,38.934405,-77.032687,42
563,True,1,1,1,1576144735,0,0,19,0,0,592,12/12/2019 12:29:42,John McCormack Rd NE,38.938889,-76.997226,42
564,True,1,1,1,1576165643,14,0,3,0,0,593,12/12/2019 12:29:42,West Hyattsville Metro,38.955349,-76.968084,133
565,True,1,1,1,1576144692,9,0,10,0,0,594,12/12/2019 12:29:42,Capitol Heights Metro,38.888524,-76.913188,133
566,True,1,1,1,1576159623,2,0,15,0,0,595,12/12/2019 12:29:42,Prince George's Plaza Metro,38.965742,-76.954803,133
567,True,1,1,1,1576159128,15,1,1,0,0,596,12/12/2019 12:29:42,Riverdale Park Town Center,38.962119,-76.935578,133
568,True,1,1,1,1576093327,5,0,12,0,0,597,12/12/2019 12:29:42,The Mall at Prince Georges,38.968842,-76.954171,133
569,True,1,1,1,1576058317,6,0,5,0,0,598,12/12/2019 12:29:42,Wheaton Library & Community Rec Center,39.0473228,-77.0510969,44
570,True,1,1,1,1576163996,1,0,14,0,0,599,12/12/2019 12:29:42,Edgewood Rec Center,38.924144,-77.002098,42
571,True,1,1,1,1576170651,1,0,14,0,0,601,12/12/2019 12:29:42,8th & K St NE,38.90273216425078,-76.99514991079923,42
572,True,1,1,1,1576144754,16,0,3,0,0,602,12/12/2019 12:29:42,Kingman Island/The Fields at RFK,38.89595455700754,-76.9678448436025,42
573,True,1,1,1,1576102907,5,0,14,0,0,603,12/12/2019 12:29:42,Kenilworth Terrace & Hayes St. NE,38.90046848783359,-76.9472873210907,42
574,True,1,1,1,1576144723,9,0,6,0,0,604,12/12/2019 12:29:42,National Harbor Carousel,38.7859,-77.0167,133
575,False,1,1,1,1576083094,10,0,9,0,0,605,12/12/2019 12:29:42,Valley Ave & Wheeler Rd SE,38.83664578175751,-76.99358886515256,42
576,True,1,1,1,1576171477,9,0,10,0,0,606,12/12/2019 12:29:42,Ridge Rd Community Center,38.876227445751475,-76.94098126958124,42
